BHK,Price,registration_charges,localities,super_built_up_area,carpet_area,price_per_sqft,bathroom,balconies,status,additional_room,transaction_type,floorNum,funrished_status,address,facing,projectName,Area_sqft,Property_Type,regions,price_in_inr
3.0,₹3.5 Cr,"₹24,50,000",Jangpura,1800.0,1350,19444.0,3.0,2.0,Ready to move,Servant Room,New Property,4,Semi-Furnished,Jangpura,West,UNKNOWN,1800.0,Builder Floor Apartment,Delhi,35000000.0
3.0,₹2.28 Cr,Not specified,Dwarka Sector 6,1800.0,1650,12666.0,2.0,3.0,Ready to move,None,Resale,2,Furnished,Plot no -8 sec-6 dwarka,North - East,Katyayani Apartment,1800.0,Multistorey Apartment,Delhi,22799999.999999996
2.0,₹1.25 Cr,Not specified,Paryatan Vihar,1000.0,950,12500.0,2.0,2.0,Ready to move,None,Resale,5,Semi-Furnished,16,North,Mangal Apartment,1000.0,Multistorey Apartment,Delhi,12500000.0
3.0,₹5.5 Cr,"₹38,50,000",Greater Kailash 2,2250.0,2000,24444.0,3.0,0.0,Ready to move,None,Resale,1,Semi-Furnished,E block GK -2,North - East,UNKNOWN,2250.0,Builder Floor Apartment,Delhi,55000000.0
2.0,₹1.35 Cr,"₹9,45,000",Lajpat Nagar 2,900.0,900,15000.0,2.0,2.0,Ready to move,Store Room,Resale,2,Unfurnished,Lajpat Nagar 2,North - East,UNKNOWN,900.0,Builder Floor Apartment,Delhi,13500000.0
3.0,₹3.75 Cr,Not specified,Kohat Enclave,1683.0,1381,22281.0,3.0,2.0,Ready to move,None,New Property,3,Semi-Furnished,Pitampura,East,UNKNOWN,1683.0,Builder Floor Apartment,Delhi,37500000.0
2.0,₹95 Lac,Not specified,Vasundhara Enclave,1100.0,1053,8636.0,2.0,2.0,Ready to move,Store Room,Resale,3,Semi-Furnished,Vasundhara Enclave Delhi,North - East,Paryatan Vihar,1100.0,Multistorey Apartment,Delhi,9500000.0
4.0,₹3.9 Cr,Not specified,Alaknanda,1600.0,1600,24375.0,3.0,3.0,Ready to move,Servant Room,Resale,3,Semi-Furnished,Alaknanda,Not Specified,UNKNOWN,1600.0,Multistorey Apartment,Delhi,39000000.0
4.0,₹6.5 Cr,Not specified,Janakpuri Block A1,2800.0,2400,23214.0,5.0,4.0,Ready to move,None,New Property,1,Semi-Furnished,A1 Block Janakpuri,North - West,UNKNOWN,2800.0,Builder Floor Apartment,Delhi,65000000.0
3.0,₹1.8 Cr,Not specified,Shalimar Bagh Ak Block,900.0,739,20000.0,2.0,0.0,Not specified,None,Resale,1,Semi-Furnished,56.,Not Specified,UNKNOWN,900.0,Builder Floor Apartment,Delhi,18000000.0
3.0,₹3.5 Cr,"₹24,50,000",Rajouri Garden,1800.0,1478,19444.0,3.0,0.0,Ready to move,Store Room,Resale,1,Unfurnished,M Block,Not Specified,UNKNOWN,1800.0,Builder Floor Apartment,Delhi,35000000.0
3.0,₹1.4 Cr,Not specified,Vikaspuri,1500.0,1231,9333.0,2.0,0.0,Ready to move,None,Resale,1,Unfurnished,Vikaspuri,Not Specified,UNKNOWN,1500.0,Multistorey Apartment,Delhi,14000000.0
3.0,₹4 Cr,Not specified,Safdarjung Development Area,1700.0,1340,23529.0,3.0,0.0,Ready to move,Servant Room,Resale,3,Furnished,C 410.,North - West,UNKNOWN,1700.0,Multistorey Apartment,Delhi,40000000.0
3.0,₹1.4 Cr,Not specified,Naveen Shahdara,1711.0,1600,8182.0,5.0,2.0,Ready to move,None,Resale,1,Semi-Furnished,Naveen Shahdara,North - East,UNKNOWN,1711.0,Residential House,Delhi,14000000.0
3.0,₹3.28 Cr,"₹22,96,000",Meera Bagh,1800.0,1800,18222.0,3.0,2.0,Ready to move,Store Room,Resale,1,Unfurnished,Meera bagh A block,North,UNKNOWN,1800.0,Builder Floor Apartment,Delhi,32799999.999999996
2.0,₹32 Lac,Not specified,Mahavir Enclave Part 1,750.0,700,4266.0,2.0,0.0,Ready to move,None,Resale,3,Semi-Furnished,Rz f 2-125.,East,UNKNOWN,750.0,Builder Floor Apartment,Delhi,3200000.0
3.0,₹55 Lac,Not specified,Uttam Nagar,900.0,850,6111.0,2.0,0.0,Ready to move,None,Resale,4,Semi-Furnished,Vipin Garden,North,UNKNOWN,900.0,Multistorey Apartment,Delhi,5500000.0
3.0,₹2 Cr,Not specified,Rohini Sector 14,1250.0,1250,16000.0,2.0,2.0,Ready to move,Store Room,Resale,2,Unfurnished,Sector 14 Rohini,Not Specified,Rose Apartment,1250.0,Multistorey Apartment,Delhi,20000000.0
3.0,₹73 Lac,Not specified,Chhatarpur Extension,1400.0,1149,5214.0,2.0,0.0,Ready to move,None,Resale,1,Semi-Furnished,Chhatarpur Extension,Not Specified,UNKNOWN,1400.0,Multistorey Apartment,Delhi,7300000.0
6.0,₹1.3 Cr,Not specified,Behind Daulat Ram School,1125.0,1125,11555.0,5.0,4.0,Ready to move,Store Room,New Property,3,Semi-Furnished,behind daulat ram school,Not Specified,UNKNOWN,1125.0,Residential House,Delhi,13000000.0
2.0,₹46.5 Lac,Not specified,Chhattarpur,840.0,800,5535.0,2.0,0.0,Ready to move,None,Resale,2,Unfurnished,Chattarpur,Not Specified,Kst Chattarpur Villas,840.0,Multistorey Apartment,Delhi,4650000.0
2.0,₹85 Lac,Not specified,Sri Niwaspuri,720.0,720,11805.0,2.0,0.0,Ready to move,None,Resale,2,Unfurnished,N-Block,Not Specified,UNKNOWN,720.0,Multistorey Apartment,Delhi,8500000.0
2.0,₹55 Lac,Not specified,Dwarka Sector 28,730.0,710,7534.0,2.0,0.0,Ready to move,None,New Property,1,Semi-Furnished,Bamnoli,West,UNKNOWN,730.0,Multistorey Apartment,Delhi,5500000.0
3.0,₹32 Lac,Not specified,Uttam Nagar,700.0,700,4571.0,2.0,0.0,Ready to move,None,Resale,2,Furnished,Nanhey Park,South,UNKNOWN,700.0,Multistorey Apartment,Delhi,3200000.0
2.0,₹42 Lac,"₹2,94,000",Krishna Nagar,750.0,680,5600.0,2.0,0.0,Ready to move,None,Resale,2,Furnished,F-13/8 third floor Krishna Nagar Delhi east,East,UNKNOWN,750.0,Builder Floor Apartment,Delhi,4200000.0
3.0,₹1.7 Cr,Not specified,Rohini Sector 13,1250.0,1200,13600.0,2.0,0.0,Ready to move,None,New Property,2,Furnished,Sector 13 Rohini,North - West,Navshakti Apartment,1250.0,Multistorey Apartment,Delhi,17000000.0
4.0,₹3.2 Cr,Not specified,Model Town Phase 3,2200.0,2200,14545.0,2.0,2.0,Not specified,Store Room,Resale,4,Furnished,R 42 model town 3 delhi.,North - East,UNKNOWN,2200.0,Builder Floor Apartment,Delhi,32000000.0
3.0,₹42.5 Lac,Not specified,Dwarka,892.0,800,4764.0,2.0,0.0,Ready to move,None,New Property,1,Semi-Furnished,Plot no. 32-33 Z block commercial enclave mohan garden uttam magar-110059,North,UNKNOWN,892.0,Builder Floor Apartment,Delhi,4250000.0
2.0,₹45 Lac,"₹3,15,000",Mehrauli,750.0,713,6000.0,2.0,0.0,Ready to move,None,Resale,5,Unfurnished,Mehrauli,East,UNKNOWN,750.0,Builder Floor Apartment,Delhi,4500000.0
3.0,₹92 Lac,Not specified,Kalkaji,1500.0,1250,6133.0,3.0,3.0,Ready to move,Store Room,Resale,4,Furnished,Govindpuri gali no. 2,South - East,UNKNOWN,1500.0,Builder Floor Apartment,Delhi,9200000.0
3.0,₹1.1 Cr,Not specified,Mayur Vihar 1,1100.0,903,10000.0,2.0,2.0,Ready to move,Store Room,Resale,3,Unfurnished,Mayur Vihar 1,East,DDA Flats Pocket 4,1100.0,Multistorey Apartment,Delhi,11000000.0
3.0,₹2.1 Cr,Not specified,Mansarovar Garden,2160.0,2000,9722.0,4.0,3.0,Ready to move,Store Room,Resale,3,Semi-Furnished,house number 72,South -West,UNKNOWN,2160.0,Builder Floor Apartment,Delhi,21000000.0
4.0,₹39 Lac,Not specified,St Nagar Burari,900.0,739,4333.0,2.0,0.0,Ready to move,None,Resale,1,Unfurnished,Sant Nagar,North,UNKNOWN,900.0,Residential House,Delhi,3900000.0
3.0,₹1.5 Cr,Not specified,Anand Vihar,1100.0,903,13636.0,2.0,0.0,Ready to move,None,Resale,3,Semi-Furnished,Anand Vihar,Not Specified,UNKNOWN,1100.0,Multistorey Apartment,Delhi,15000000.0
4.0,₹3.95 Cr,Not specified,Janakpuri,3000.0,2700,13166.0,4.0,2.0,Ready to move,None,Resale,3,Unfurnished,Janakpuri,North - East,UNKNOWN,3000.0,Builder Floor Apartment,Delhi,39500000.0
3.0,₹60 Lac,Not specified,Dwarka Mor,900.0,739,6666.0,2.0,0.0,Ready to move,None,Resale,1,Semi-Furnished,Dwarka,North - East,UNKNOWN,900.0,Builder Floor Apartment,Delhi,6000000.0
4.0,₹2.75 Cr,Not specified,Naveen Shahdara,2385.0,2250,11530.0,3.0,2.0,Ready to move,None,Resale,4,Semi-Furnished,Naveen Shahdara,North - East,UNKNOWN,2385.0,Multistorey Apartment,Delhi,27500000.0
3.0,₹2.5 Cr,Not specified,Rohini Sector 13,1400.0,1250,17857.0,2.0,0.0,Ready to move,Store Room,Resale,1,Furnished,flat no. 16-B,North - East,Dhruva Apartment,1400.0,Multistorey Apartment,Delhi,25000000.0
3.0,₹2.5 Cr,Not specified,Outram Lines,1440.0,1350,17361.0,3.0,2.0,Ready to move,Store Room,New Property,1,Semi-Furnished,Outram Lines,East,UNKNOWN,1440.0,Builder Floor Apartment,Delhi,25000000.0
3.0,₹37 Lac,Not specified,Kiran Garden,900.0,739,4111.0,2.0,2.0,Ready to move,Store Room,Resale,1,Semi-Furnished,81-82.,North - West,Kiran Garden,900.0,Builder Floor Apartment,Delhi,3700000.0
3.0,₹2.25 Cr,"₹15,75,000",Mukerjee Nagar,1500.0,1440,15000.0,3.0,2.0,Ready to move,Store Room,New Property,1,Semi-Furnished,Mukherjee Nagar,West,UNKNOWN,1500.0,Builder Floor Apartment,Delhi,22500000.0
3.0,₹1.7 Cr,Not specified,Rohini Sector 9,1200.0,1100,14166.0,2.0,0.0,Ready to move,None,Resale,3,Semi-Furnished,Sector 9 Rohini,North,Parvana Vihar,1200.0,Multistorey Apartment,Delhi,17000000.0
2.0,₹1.2 Cr,Not specified,Rohini Sector 11,960.0,788,12500.0,2.0,0.0,Ready to move,Store Room,Resale,3,Semi-Furnished,Sector 11 Rohini,North - East,DDA Golden Jubilee Apartments,960.0,Multistorey Apartment,Delhi,12000000.0
3.0,₹1.65 Cr,Not specified,Prashant Vihar,1000.0,900,16500.0,2.0,0.0,Ready to move,None,Resale,3,Furnished,Prashant Vihar,North,UNKNOWN,1000.0,Builder Floor Apartment,Delhi,16500000.0
3.0,₹1.2 Cr,Not specified,Mayur Vihar Phase 2,1200.0,985,10000.0,2.0,2.0,Ready to move,Store Room,Resale,3,Unfurnished,Mayur Vihar Phase 2,East,DDA Pocket A,1200.0,Multistorey Apartment,Delhi,12000000.0
3.0,₹1.5 Cr,Not specified,Kishangarh Village,1200.0,1000,12500.0,3.0,3.0,Ready to move,Study Room,Resale,3,Not Specified,Kishangarh Village,North - East,DDA HIG & MIG Housing Project Vasant Kunj,1200.0,Multistorey Apartment,Delhi,15000000.0
3.0,₹69 Lac,"₹4,83,000",Shakarpur,900.0,850,7666.0,2.0,0.0,Ready to move,None,Resale,3,Unfurnished,b 698 gali no.2 near Krishna mandir,East,UNKNOWN,900.0,Builder Floor Apartment,Delhi,6900000.0
3.0,₹2.05 Cr,"₹14,35,000",Janakpuri,2100.0,1950,9761.0,3.0,2.0,Ready to move,None,Resale,3,Unfurnished,285 A1 Block 3rd floor Janakpuri Back Portion,North - East,UNKNOWN,2100.0,Residential House,Delhi,20500000.0
2.0,₹95 Lac,"₹6,65,000",Safdarjung Enclave,900.0,810,10555.0,2.0,0.0,Ready to move,None,Resale,2,Semi-Furnished,krishna nagar,South,UNKNOWN,900.0,Builder Floor Apartment,Delhi,9500000.0
2.0,₹1.3 Cr,Not specified,Mayur Vihar Phase 2,850.0,850,15294.0,2.0,0.0,Ready to move,None,Resale,3,Unfurnished,132,East,DDA Pocket F,850.0,Multistorey Apartment,Delhi,13000000.0
2.0,₹1 Cr,Not specified,Chittaranjan Park Block G,1200.0,1125,8333.0,2.0,0.0,Ready to move,Store Room,Resale,3,Furnished,Chittaranjan Park Block G,East,Arya Chittaranjan Park,1200.0,Multistorey Apartment,Delhi,10000000.0
3.0,₹1.15 Cr,Not specified,Vikaspuri,1200.0,900,9583.0,2.0,2.0,Ready to move,None,Resale,2,Semi-Furnished,Vikaspuri,East,DDA Flats,1200.0,Multistorey Apartment,Delhi,11500000.0
3.0,₹1.2 Cr,Not specified,Ip Extension,1100.0,903,10909.0,2.0,0.0,Ready to move,None,Resale,2,Furnished,IP Extension,Not Specified,UNKNOWN,1100.0,Multistorey Apartment,Delhi,12000000.0
2.0,₹1.25 Cr,Not specified,Rohini Sector 14,1100.0,1000,11363.0,2.0,0.0,Ready to move,None,Resale,3,Unfurnished,Sector 14 Rohini,East,Janyug Apartment,1100.0,Multistorey Apartment,Delhi,12500000.0
2.0,₹1 Cr,Not specified,Karol Bagh,850.0,800,11764.0,2.0,0.0,Ready to move,None,Resale,1,Semi-Furnished,Karol Bagh,East,UNKNOWN,850.0,Builder Floor Apartment,Delhi,10000000.0
2.0,₹95 Lac,Not specified,Vikaspuri,1100.0,950,8636.0,2.0,2.0,Ready to move,Store Room,Resale,2,Unfurnished,Vikaspuri,East,Lok Vihar Apartment,1100.0,Multistorey Apartment,Delhi,9500000.0
3.0,₹1.35 Cr,Not specified,Saket,1485.0,1395,9090.0,3.0,2.0,Ready to move,Servant Room,Resale,2,Unfurnished,Saket,East,DDA Freedom Fighter Enclave,1485.0,Multistorey Apartment,Delhi,13500000.0
4.0,₹78 Lac,"₹5,46,000",B Block,1080.0,1080,7222.0,2.0,0.0,Ready to move,Store Room,Resale,1,Semi-Furnished,B Block,East,UNKNOWN,1080.0,Residential House,Delhi,7800000.0
5.0,₹3.85 Cr,Not specified,Roshanara Garden,2000.0,1900,19250.0,5.0,3.0,Ready to move,None,Resale,2,Semi-Furnished,10/15 Shakti Nagar Delhi 110007,East,UNKNOWN,2000.0,Residential House,Delhi,38500000.0
2.0,₹1.1 Cr,Not specified,Rohini Sector 9,950.0,850,11578.0,2.0,0.0,Ready to move,Store Room,Resale,3,Unfurnished,Sector 9 Rohini,South - East,DDA Venus Apartment,950.0,Multistorey Apartment,Delhi,11000000.0
2.0,₹1.25 Cr,Not specified,Rohini Sector 14,1000.0,900,12500.0,2.0,0.0,Ready to move,Store Room,Resale,3,Furnished,7- D Janyug Apartments,North,Janyug Apartment,1000.0,Multistorey Apartment,Delhi,12500000.0
4.0,₹2.3 Cr,Not specified,Vasant Kunj Enclave,2250.0,2250,10222.0,4.0,0.0,Ready to move,None,Resale,3,Semi-Furnished,Vasant Kunj Enclave,East,UNKNOWN,2250.0,Multistorey Apartment,Delhi,23000000.0
3.0,₹1.1 Cr,Not specified,Fateh Nagar,1395.0,1145,7885.0,4.0,0.0,Ready to move,None,Resale,4,Semi-Furnished,A 168(GF),North - East,UNKNOWN,1395.0,Builder Floor Apartment,Delhi,11000000.0
3.0,₹1.4 Cr,Not specified,Karol Bagh,1210.0,1210,11570.0,2.0,2.0,Ready to move,None,Resale,2,Semi-Furnished,16-73; Lane 2,Not Specified,Joshi Lane,1210.0,Builder Floor Apartment,Delhi,14000000.0
3.0,₹50 Lac,Not specified,Okhla,1800.0,1800,2777.0,2.0,0.0,Ready to move,None,Resale,4,Furnished,P102,West,Batla House,1800.0,Multistorey Apartment,Delhi,5000000.0
6.0,₹3.65 Cr,"₹25,55,000",Sheikh Sarai Phase 1,2600.0,2100,14038.0,8.0,4.0,Ready to move,Store Room,Resale,2,Unfurnished,1111.,East,UNKNOWN,2600.0,Residential House,Delhi,36500000.0
4.0,₹2.6 Cr,Not specified,Vasant Kunj Enclave,2700.0,2200,9629.0,4.0,0.0,Ready to move,None,Resale,4,Semi-Furnished,Vasant Kunj Enclave,East,UNKNOWN,2700.0,Multistorey Apartment,Delhi,26000000.0
2.0,₹1.2 Cr,Not specified,Rohini,1200.0,985,10000.0,2.0,2.0,Ready to move,Store Room,Resale,2,Semi-Furnished,Flat no -126,East,UNKNOWN,1200.0,Multistorey Apartment,Delhi,12000000.0
2.0,₹45 Lac,Not specified,Hari Nagar,741.0,608,6072.0,2.0,0.0,Ready to move,Store Room,Resale,2,Not Specified,A-112B Second fllor fateh nagar new delhi 110018,East,JC Block DDA Flats,741.0,Builder Floor Apartment,Delhi,4500000.0
3.0,₹3.25 Cr,Not specified,Mayur Vihar 1,1650.0,1300,19696.0,3.0,2.0,Ready to move,Store Room,New Property,8,Not Specified,184,North - East,Vigyapan Lok Apartments,1650.0,Multistorey Apartment,Delhi,32500000.0
4.0,₹4.2 Cr,Not specified,N6 703.,2200.0,1806,19090.0,2.0,2.0,Ready to move,None,Resale,7,Semi-Furnished,N6-703.,North - East,DDA Narmada Apartment,2200.0,Multistorey Apartment,Delhi,42000000.0
3.0,₹1.66 Cr,Not specified,Dwarka Sector 6,2000.0,1642,8300.0,2.0,0.0,Ready to move,None,Resale,Not specified,Furnished,Plot15,Not Specified,Great India Apartment,2000.0,Multistorey Apartment,Delhi,16600000.0
3.0,₹1.66 Cr,Not specified,Dwarka Sector 6,2000.0,1642,8300.0,3.0,0.0,Ready to move,None,Resale,Not specified,Furnished,Sec-6 Plot no-29 Dwarka,Not Specified,True Friends Apartments,2000.0,Multistorey Apartment,Delhi,16600000.0
3.0,₹72 Lac,Not specified,Uttam Nagar,895.0,895,8044.0,3.0,2.0,Ready to move,None,Resale,2,Furnished,Uttam Nagar,East,Shree Shyam Apartments,895.0,Multistorey Apartment,Delhi,7200000.0
3.0,₹2.7 Cr,Not specified,Vikaspuri Block C,1750.0,1437,15428.0,3.0,0.0,Ready to move,None,Resale,2,Semi-Furnished,Vikaspuri Block C,North,UNKNOWN,1750.0,Builder Floor Apartment,Delhi,27000000.0
3.0,₹47.6 Lac,Not specified,G Block Saket,1050.0,800,4533.0,2.0,0.0,Ready to move,None,Resale,Not specified,Semi-Furnished,G Block Saket,Not Specified,Metrotech Builder Floors,1050.0,Builder Floor Apartment,Delhi,4760000.0
2.0,₹75 Lac,Not specified,Laxmi Nagar,1200.0,1000,6250.0,2.0,0.0,Ready to move,None,Resale,1,Furnished,Laxmi Nagar,East,Bank Enclave,1200.0,Multistorey Apartment,Delhi,7500000.0
3.0,₹80 Lac,Not specified,Palam,1300.0,1300,6153.0,2.0,2.0,Ready to move,None,Resale,2,Unfurnished,Palam,Not Specified,UNKNOWN,1300.0,Multistorey Apartment,Delhi,8000000.0
3.0,₹1.05 Cr,Not specified,Shiv Nagar,900.0,890,11666.0,2.0,0.0,Ready to move,None,Resale,1,Semi-Furnished,Shiv Nagar,East,UNKNOWN,900.0,Builder Floor Apartment,Delhi,10500000.0
3.0,₹7 Cr,Not specified,Greater Kailash 1,2870.0,2700,24390.0,3.0,3.0,Ready to move,None,Resale,1,Semi-Furnished,Greater Kailash 1,Not Specified,UNKNOWN,2870.0,Builder Floor Apartment,Delhi,70000000.0
4.0,₹4 Cr,Not specified,Dwarka Sector 18,2200.0,1800,18181.0,3.0,3.0,Ready to move,Store Room,Resale,9,Furnished,Sector 18 Dwarka,Not Specified,Prem Milan Apartment,2200.0,Multistorey Apartment,Delhi,40000000.0
4.0,₹2.99 Cr,Not specified,Dwarka Sector 8,2250.0,2050,13288.0,4.0,0.0,Ready to move,None,New Property,3,Furnished,SPINE INFRATECH,Not Specified,UNKNOWN,2250.0,Multistorey Apartment,Delhi,29900000.000000004
2.0,₹80 Lac,Not specified,Ashok Vihar,900.0,800,8888.0,2.0,0.0,Ready to move,None,Resale,1,Semi-Furnished,Ashok Vihar,South - East,Sadbhawana Society,900.0,Multistorey Apartment,Delhi,8000000.0
2.0,₹90 Lac,Not specified,Vijay Nagar,900.0,850,10000.0,2.0,0.0,Ready to move,None,Resale,4,Furnished,Vijay Nagar,North - East,UNKNOWN,900.0,Multistorey Apartment,Delhi,9000000.0
3.0,₹2 Cr,Not specified,Prasad Nagar,1500.0,1100,13333.0,2.0,0.0,Ready to move,None,Resale,3,Semi-Furnished,Prasad Nagar,North,DDA MIG Flats Prasad Nagar Phase 2,1500.0,Multistorey Apartment,Delhi,20000000.0
3.0,₹2.1 Cr,Not specified,Rohini Sector 9,1050.0,1000,20000.0,2.0,0.0,Ready to move,None,Resale,1,Furnished,Sector 9 Rohini,North,Parvana Vihar,1050.0,Multistorey Apartment,Delhi,21000000.0
4.0,₹4.15 Cr,Not specified,Roop Nagar,2300.0,2200,18043.0,3.0,0.0,Ready to move,None,Resale,1,Furnished,Roop Nagar,East,UNKNOWN,2300.0,Builder Floor Apartment,Delhi,41500000.0
3.0,₹1.5 Cr,Not specified,Rohini Sector 3,1100.0,1000,13636.0,2.0,0.0,Ready to move,None,Resale,1,Furnished,Sector 3 Rohini,North - East,UNKNOWN,1100.0,Builder Floor Apartment,Delhi,15000000.0
3.0,₹3.25 Cr,"₹22,75,000",Priyadarshini Vihar,1600.0,1500,20312.0,3.0,0.0,Ready to move,None,Resale,2,Semi-Furnished,Priyadarshini Vihar,West,UNKNOWN,1600.0,Builder Floor Apartment,Delhi,32500000.0
2.0,₹1.75 Cr,Not specified,Mayur Vihar 1,900.0,800,19444.0,2.0,0.0,Ready to move,None,Resale,3,Unfurnished,Mayur Vihar 1,East,DDA Flats Pocket 4,900.0,Multistorey Apartment,Delhi,17500000.0
3.0,₹1.75 Cr,Not specified,Rohini Sector 9,1200.0,1150,14583.0,2.0,2.0,Ready to move,None,Resale,3,Unfurnished,Venus apartment top floor,East,DDA Venus Apartment,1200.0,Multistorey Apartment,Delhi,17500000.0
3.0,₹3.3 Cr,Not specified,Janakpuri,1350.0,1250,24444.0,3.0,0.0,Ready to move,None,New Property,1,Semi-Furnished,C 1 Block Janakpuri,East,UNKNOWN,1350.0,Builder Floor Apartment,Delhi,33000000.0
5.0,₹3.25 Cr,Not specified,Maujpur,1800.0,1478,18055.0,3.0,2.0,Ready to move,Store Room,Resale,Not specified,Furnished,C-835 Street No.-7,East,UNKNOWN,1800.0,Residential House,Delhi,32500000.0
2.0,₹45 Lac,"₹3,15,000",Rajpur Khurd Extension,1201.0,1150,3746.0,2.0,0.0,Ready to move,None,Resale,3,Furnished,rajpur khurd extension chattarpur new delhi.,South - East,UNKNOWN,1201.0,Builder Floor Apartment,Delhi,4500000.0
3.0,₹1.15 Cr,Not specified,Krishna Nagar,1200.0,1100,9583.0,2.0,0.0,Ready to move,None,Resale,1,Semi-Furnished,NA,East,UNKNOWN,1200.0,Multistorey Apartment,Delhi,11500000.0
4.0,₹85 Lac,Not specified,A99 Dk Road Behind Gurudwara,1165.0,1100,7296.0,3.0,0.0,Ready to move,None,Resale,2,Semi-Furnished,A99 DK road behind gurudwara,North - East,UNKNOWN,1165.0,Builder Floor Apartment,Delhi,8500000.0
3.0,₹2.5 Cr,Not specified,Ajay Enclave,1800.0,1800,13888.0,3.0,2.0,Ready to move,None,New Property,1,Semi-Furnished,D-91 Ajay Enclave,North - East,UNKNOWN,1800.0,Builder Floor Apartment,Delhi,25000000.0
2.0,₹35 Lac,Not specified,St Nagar Burari,800.0,700,4375.0,2.0,2.0,Ready to move,None,Resale,4,Semi-Furnished,Sant Nagar Burari,North - East,Burari Santan Nagar,800.0,Multistorey Apartment,Delhi,3500000.0
3.0,₹38 Lac,Not specified,Mehrauli,900.0,850,4222.0,2.0,2.0,Ready to move,None,Resale,2,Semi-Furnished,building no 893 B flat no 2 ward no 8 tiranga apartment mehrauli new delhi.,East,UNKNOWN,900.0,Builder Floor Apartment,Delhi,3800000.0
2.0,₹57 Lac,Not specified,Dilshad Colony,800.0,750,7125.0,2.0,0.0,Ready to move,None,Resale,1,Semi-Furnished,B1F5,East,UNKNOWN,800.0,Multistorey Apartment,Delhi,5700000.0
3.0,₹99 Lac,Not specified,Loni Road,900.0,800,11000.0,3.0,0.0,Ready to move,None,Resale,4,Semi-Furnished,Loni Road,East,DDA MIG Flats East Loni Road,900.0,Multistorey Apartment,Delhi,9900000.0
2.0,₹1.1 Cr,Not specified,Chittaranjan Park,950.0,900,11578.0,2.0,0.0,Ready to move,None,Resale,4,Semi-Furnished,N34 chittaranjan park new delhi.,Not Specified,UNKNOWN,950.0,Builder Floor Apartment,Delhi,11000000.0
3.0,₹2.6 Cr,Not specified,Dwarka Sector 18,1700.0,1395,15294.0,2.0,0.0,Ready to move,None,Resale,9,Furnished,Sector 18 Dwarka,Not Specified,DDA Atulya Apartment,1700.0,Multistorey Apartment,Delhi,26000000.0
3.0,₹45 Lac,Not specified,Uttam Nagar,950.0,950,4736.0,2.0,2.0,Ready to move,None,Resale,2,Semi-Furnished,Uttam Nagar,Not Specified,UNKNOWN,950.0,Multistorey Apartment,Delhi,4500000.0
3.0,₹95 Lac,Not specified,Dwarka Sector 15,1080.0,1080,8796.0,2.0,0.0,Ready to move,None,Resale,2,Unfurnished,Sector 15 Dwarka,East,UNKNOWN,1080.0,Multistorey Apartment,Delhi,9500000.0
3.0,₹3.25 Cr,Not specified,Patel Nagar East,2000.0,1800,16250.0,3.0,2.0,Ready to move,None,Resale,4,Unfurnished,East Patel nagar,Not Specified,UNKNOWN,2000.0,Multistorey Apartment,Delhi,32500000.0
3.0,₹1.85 Cr,Not specified,Shalimar Bagh,1400.0,1400,13214.0,2.0,2.0,Ready to move,Store Room,Resale,3,Unfurnished,Shalimar bagh,South -West,DDA Flat AD Block,1400.0,Multistorey Apartment,Delhi,18500000.0
4.0,₹1 Cr,Not specified,Laxmi Nagar,1800.0,1478,5555.0,2.0,0.0,Ready to move,None,Resale,3,Furnished,Laxmi Nagar,Not Specified,UNKNOWN,1800.0,Builder Floor Apartment,Delhi,10000000.0
3.0,₹70 Lac,Not specified,Najafgarh,900.0,739,7777.0,2.0,0.0,Ready to move,None,Resale,Not specified,Unfurnished,Najafgarh,North,UNKNOWN,900.0,Residential House,Delhi,7000000.0
4.0,₹2.5 Cr,Not specified,Anand Vihar,1500.0,1231,16666.0,3.0,0.0,Ready to move,None,Resale,1,Unfurnished,413 UGF Jagriti Enclave,Not Specified,UNKNOWN,1500.0,Builder Floor Apartment,Delhi,25000000.0
